自然科学,认识对象,整个自然界
自然科学,研究领域,物理学 生物学 天文学 地理学
自然科学,相关刊物,自然科学
自然科学,性质,国际性期刊
种系发生学,含义,生物种系的发生和发展
种系发生学,基本思想,比较物种的特征
种系发生学,另名,作系统发生
种系发生学,中文名,种系发生学
拓扑学,创立者,亨利·庞加莱
拓扑学,外文名,Topology
拓扑学,中文名,拓扑学
民族学,外文名,Sociocultural Anthropology
民族学,起源于,古希腊
民族学,中文名,民族学
民族学,解释,研究民族共同体的学问
视觉,外文名,vision
视觉,拼音,shi jue
视觉,中文名,视觉
视觉,注音,ㄕㄧˋ ㄐㄩㄝˊ
土木工程,外文名,Civil Engineering
土木工程,开设院校,同济、哈工、清华、西南交大等
土木工程,中文名,土木工程
土木工程,学科分类,0814
土木工程,发展方向,工程桥梁设计、施工建设
土木工程,学科门类,工学
总称,词性,名词
总称,词义,总的称谓
总称,拼音,zǒng chēng
总称,中文名,总称
三相点,外文名,Triple Point
三相点,拼音,sān xiāngdiǎn
三相点,中文名,三相点
三相点,注音,ㄙㄢ ㄒㄧㄤㄉㄧㄢˇ
自然法则,属性定义,自然法则是宇宙的基本法则。
自然法则,化学方程式,先基因+先本身的信息场
自然法则,特性,客观规律
自然法则,中文名,自然法则
物理治疗,就诊科室,康复理疗科
物理治疗,英文名称,physiotherapy
格物致知,解释,探究事物原理，从而获得智慧
格物致知,拼音,gé wù zhì zhi
格物致知,意义,探究事物原理，获得智慧与感悟
格物致知,出处,《礼记.大学》
格物致知,中文名,格物致知
格物致知,语法,连动式；作谓语
客观事物,通指范畴,量、质、关系、样式
客观事物,外文名,Objective things
客观事物,释义,真实就是不变的、普遍的
客观事物,中文名,客观事物
产业组织理论,外文名,Industrial Organization
产业组织理论,所属领域,微观经济
产业组织理论,应用领域,理论
产业组织理论,中文名,产业组织理论
产业组织理论,所属学科,经济
药理学,外文名,pharmacology
药理学,拼音,yào lǐ xué
药理学,中文名,药理学
地貌学,外文名,geomorphology
地貌学,别称,地形学
地貌学,中文名,地貌学
检验,注音,ㄐㄧㄢˇ ㄧㄢˋ
检验,含义,检查并验证
检验,拼音,jiǎn yàn
检验,中文名,检验
真空磁导率,外文名,permeability of vacuum
真空磁导率,公式,μ0=4π×10^-7特斯拉·米/安培
真空磁导率,方法,电磁学公式
真空磁导率,中文名,真空磁导率
真空磁导率,性质,有量纲的常量
高能物理学,原子概念,最具科学性的理论形态
高能物理学,词性,名词
高能物理学,又称,粒子物理学
高能物理学,中文名,高能物理学
语义学,外文名,semantics
语义学,中文名,语义学
可卡因,化学式,C17H21NO4
可卡因,外观,白色粉末状晶体状
可卡因,熔点,98°
可卡因,分子量,303
可卡因,中文名,可卡因
可卡因,英文名,Cocaine
可卡因,别称,古柯碱，可可精
可卡因,水溶性,不溶
神经元经济学,研究对象,大脑
神经元经济学,又称,神经经济学  脑袋经济学
神经元经济学,理论,由大脑实际上怎样思维的事实支配
神经元经济学,中文名,神经元经济学
牙医学,分类,基础、临床、社会牙医学
牙医学,属于,医学
牙医学,中文名,牙医学
牙医学,范围,口腔颚面
精神病学,中医病名,精神病学
精神病学,别称,pathergasiology
精神病学,常见症状,⒈感知障碍⒉思维障碍⒊情感障碍⒋意志障碍⒌注意障碍
精神病学,就诊科室,精神科
精神病学,英文名称,pathergasiology
昆虫学,研究对象,昆虫
昆虫学,外文名,entomology
昆虫学,研究内容,进化、行为、形态、生理、遗传等
昆虫学,中文名,昆虫学
尼古丁,化学式,C10H14N2
尼古丁,CAS登录号,54-11-5
尼古丁,外观,油状液态物质
尼古丁,沸点,247°C
尼古丁,闪点,95°C
尼古丁,熔点,-79°C
尼古丁,分子量,162.23
尼古丁,LD50,大鼠经口50mg/kg
尼古丁,中文名,尼古丁
尼古丁,自然温度,240°C
尼古丁,英文名,Nicotine
尼古丁,别称,烟碱
尼古丁,结构简式,C5NH4-C4H7NCH3
尼古丁,密度,1.01g/ml
尼古丁,化学名称,1—甲基—2—(3—吡啶基)吡咯烷
尼古丁,自燃温度,240°C
尼古丁,水溶性,溶于水和乙醇
尼古丁,蒸气压,0.006 kPa at 25°C
纳米技术,外文名,nanotechnology
纳米技术,发明时间,1981年
纳米技术,别名,毫微技术
纳米技术,中文名,纳米技术
操作系统,英文简称,OS
操作系统,外文名,Operating System
操作系统,常见系统,"Android, iOS, Linux, Windows"
操作系统,中文名,操作系统
操作系统,组成部分,内核、驱动程序、接口库、外围
计算理论,实质,研究计算的过程与功效的数学理论
计算理论,外文名,theory of computation
计算理论,时间,1936年
计算理论,中文名,计算理论
方法,外文名,methods
方法,性质,哲学
方法,中文名,方法
方法,解释,办法；门径
计算机网络,使用领域,互联网
计算机网络,类别,网络操作系统
计算机网络,功能,信息的传输与共享
计算机网络,中文名,计算机网络
人类语言学,类别,语言
人类语言学,原版名称,anthropological linguistics
人类语言学,书名,人类语言学
人类语言学,又名,语言人类学
代数学,外文名,Algebra
代数学,学科特点,抽象 严密、繁琐
代数学,中文名,代数式学
代数学,所属学科,数学、奥数
眼科学,专业课,外科，内科
眼科学,疾病类别,结膜炎，角膜炎
眼科学,中文名,眼科学
眼科学,研究范围,生理、生化、药理、病理
实验方法,出版时间,第1版 (2011年1月1日)
实验方法,中文名,实验方法
实验方法,开本,16
实验方法,出版社,中国人民大学出版社
随机化算法,特点,可以得到意想不到的结果
随机化算法,次数,随机1000次
随机化算法,对应,比较难于掌控
随机化算法,中文名,随机化算法
医学,同议词,医学医师会
医学,外文名,Medicine
医学,功能,治疗预防生理疾病
医学,分类,基础医学、临床医学
医学,中文名,医学
运输工程,中文名,运输工程
运输工程,正文语种,: 简体中文
运输工程,平装,: 484页
运输工程,开本,: 16
积分方程,外文名,Integral equation
积分方程,所属学科,数学
积分方程,数学思想,极限理论
积分方程,中文名,积分方程
积分方程,发明者,戈特弗里德·威廉·莱布尼茨
积分方程,数学范畴,高等数学
查尔斯·桑德斯·皮尔士,国籍,美国
查尔斯·桑德斯·皮尔士,出生日期,1839年9月10日
查尔斯·桑德斯·皮尔士,主要成就,实用主义
查尔斯·桑德斯·皮尔士,中文名,查尔斯·桑德斯·皮尔士
查尔斯·桑德斯·皮尔士,逝世日期,1914年4月19日
冰川学,外文名,glaciology
冰川学,对象,地球表面各种自然冰体
冰川学,中文名,冰川学
冰川学,内容,物理冰川学、地质地貌冰川学
冰川学,类别,学科
冰川学,范畴,地理
常微分方程,外文名,Ordinary differential equation
常微分方程,理论基础,极限理论
常微分方程,学科所属,数学
常微分方程,中文名,常微分方程
常微分方程,相对,偏微分方程
常微分方程,数学范畴,高等数学-纯数学
分子生物学,外文名,molecular biology
分子生物学,中文名,分子生物学
事实,外文名,Fact
事实,拼音,shì shí
事实,中文名,事实
事实,释义,事情的真实情况
流行病学,外文名,epidemiology
流行病学,中文名,流行病学
固体物理学,特点,物理学的重要分支
固体物理学,外文名,solid state physics
固体物理学,中文名,固体物理学
地球化学,外文名,Geochemistry
地球化学,中文名,地球化学
运筹学,相关学科,管理学、经济学、应用数学等
运筹学,外文名,Operational Research（英国）Operations Research（美国）
运筹学,又称,作业研究
运筹学,简称,O.R.
运筹学,中文名,运筹学
中国社会科学院,外文名,Chinese Academy of Social Sciences
中国社会科学院,主管部门,中华人民共和国国务院
中国社会科学院,成立时间,1977年5月7日
中国社会科学院,现任院长,王伟光
中国社会科学院,机构地址,北京市建国门内大街5号
中国社会科学院,简称,社科院·CASS
中国社会科学院,中文名,中国社会科学院
生理学,外文名,physiology
生理学,目的,研究生物功能
生理学,中文名,生理学
生理学,性质,生物学学科
实验经济学,提出者,Vernon Smith
实验经济学,外文名,Experimental Economics
实验经济学,发表时间,1962年
实验经济学,中文名,实验经济学
博物学家,外文名,naturalist
博物学家,含义,博通自然科学的专家尊称
博物学家,举例,亚里士多德、达尔文
博物学家,中文名,博物学家
坎德拉,外文名,candela
坎德拉,中文名,坎德拉
坎德拉,符号,cd
金融经济学,ISBN,9787563817580
金融经济学,开本,16开
金融经济学,出版社,首都经济贸易大学出版社
金融经济学,作者,张顺明，赵华
金融经济学,定价,24.00元
金融经济学,出版时间,2010-1-1
金融经济学,书名,金融经济学
数据结构,解释,计算机存储、组织数据的方式
数据结构,具体指向,特定关系的数据元素的集合
数据结构,有关,检索算法和索引技术
数据结构,中文名,数据结构
影像诊断学,ISBN,7117096497，9787117096492
影像诊断学,中文名,影像诊断学
影像诊断学,出版社,人民卫生出版社
影像诊断学,作者,李海鹰、王豪
影像诊断学,定价,￥35.00 元
影像诊断学,出版日期,2003-2-1
现代科学技术概论,作者,赵祖华
现代科学技术概论,ISBN,781045519
现代科学技术概论,书名,现代科学技术概论
现代科学技术概论,出版社,北京理工大学出版社
理论化学,主要领域2,非平衡热力学、分子反应动力学
理论化学,外文名,theoretical chemistry
理论化学,主要领域1,量子化学、统计力学、化学热力学
理论化学,研究方法,纯理论计算而非实验方法
理论化学,研究问题,化学反应的本质问题
理论化学,中文名,理论化学
宇宙,外文名,cosmos;universe
宇宙,应用学科,地质学、天文学 、量子力学
宇宙,诞生,奇点大爆炸
宇宙,中文名,柯氏宇宙、宇宙
宇宙,形状,球形
宇宙,属于,自然科学
宇宙,年龄,138.2亿年[9]
宇宙,结局,热寂（学术界主流观点）
宇宙,直径,至少920亿光年以上[10]
绝对零度,外文名,absolute zero
绝对零度,适用领域范围,两极
绝对零度,提出时间,1848年
绝对零度,中文名,绝对零度
绝对零度,提出者,威廉·汤姆逊·开尔文
绝对零度,具体华氏温度,约等于零下459.67华氏度
绝对零度,具体摄氏温度,约等于零下273.15摄氏度
绝对零度,应用学科,物理
绝对零度,表达式,T(K)=t(℃)+273.15
政治学,提出人物,亚里士多德
政治学,外文名,Politics/Political Science
政治学,中文名,政治学
政治学,起源,古希腊
中国科学社,团体性质,中国历史上民间综合性科学团体
中国科学社,成立时间,1914年创办
中国科学社,中文名,中国科学社
中国科学社,团体宗旨,提倡科学鼓吹实业传播知识
中国科学社,创办人员,任鸿隽秉志周仁胡明复九人。
中国科学社,成立地点,南京高等师范学校现南京大学
工业工程,外文名,Industrial Engineering
工业工程,简称,IE
工业工程,中文名,工业工程
工业工程,性质,应用性工程专业技术
实证主义,外文名,positivism
实证主义,拼音,shi zheng zhu yi
实证主义,产生时间,19世纪30～40年代
实证主义,中文名,实证主义
实证主义,别称,实证哲学
实证主义,提出者,A.孔德等
查尔斯·罗伯特·达尔文,出生地,普雷斯顿
查尔斯·罗伯特·达尔文,外文名,Charles Robert Darwin
查尔斯·罗伯特·达尔文,毕业院校,剑桥大学
查尔斯·罗伯特·达尔文,代表作品,《物种起源》、《动植物在家养下的变异》、《人类由来、性选择》
查尔斯·罗伯特·达尔文,逝世日期,1882年4月19日
查尔斯·罗伯特·达尔文,中文名,查尔斯·罗伯特·达尔文
查尔斯·罗伯特·达尔文,信仰,唯物主义
查尔斯·罗伯特·达尔文,主要成就,"创立生物进化论
皇家奖章（1853年）
沃拉斯顿奖章（1859年）
科普利奖章（1864年）"
查尔斯·罗伯特·达尔文,血型,O型
查尔斯·罗伯特·达尔文,国籍,英国
查尔斯·罗伯特·达尔文,出生日期,1809年（己巳年）2月12日
查尔斯·罗伯特·达尔文,职业,生物学家，博物学家
学术研究,主办单位,广东省社会科学联合会
学术研究,出版地,广东省广州市
学术研究,语言,中文
学术研究,主管单位,广东省社会科学联合会
学术研究,国际刊号,ISSN： 1000-7326
学术研究,国内刊号,CN：44-1070/C
学术研究,邮发代号,46-64
学术研究,编辑单位,学术研究编辑委员会
学术研究,外文名称,Academic Research
学术研究,中文名称,学术研究
学术研究,出版周期,月刊
学术研究,类别,出版，社科期刊
学术研究,定价,15.00元/期；180.00元/年
学术研究,创刊时间,1958年
语言工程,别名,语言计划
语言工程,主要要求,规范语法
语言工程,中文名,语言工程
语言工程,主要工作,正音的工作
格致,外文名,study the phenomena of nature to acquire knowledge
格致,拼音,gé zhì
格致,中文名,格致
格致,注音,ㄍㄜˊ ㄓㄧˋ
免疫学,英文名称,immunology
免疫学,是否进入医保,否
免疫学,发病部位,全身
免疫学,主要病因,微生物、寄生虫、大分子物质等
免疫学,传染性,无传染性
免疫学,西医学名,免疫学
免疫学,中医学名,免疫学
环境科学,外文名,Environmental science
环境科学,研究领域,社会学、经济学、法学等方面
环境科学,目的,维护环境质量，制定标准等
环境科学,中文名,环境科学
环境科学,专业,环境科学专业
毛泽东,出生地,湖南省长沙府湘潭县韶山冲
毛泽东,毕业院校,湖南省立第一师范学校
毛泽东,国籍,中华人民共和国
毛泽东,逝世日期,1976年09月09日
毛泽东,别名,石三伢子、二十八画生 等
毛泽东,信仰,马列主义
毛泽东,中文名,毛泽东
毛泽东,代表作品,《矛盾论》、《实践论》、《论持久战》、《沁园春·雪》等
毛泽东,出生日期,1893年12月26日
毛泽东,民族,汉
毛泽东,主要成就,"领导夺取新民主主义革命的胜利
毛泽东思想的主要创立者"
规律,基本解释,现象之间的关系；有节奏的。
规律,拼音,guī lǜ
规律,注音,ㄍㄨㄟ ㄌㄩˋ
规律,词目,规律
规律,键盘,guilv
规律,英文,rhythmical；law
柯岩,出生地,河南郑州
柯岩,逝世日期,2011年12月11日
柯岩,别名,柯岩
柯岩,代表作品,《周总理，你在哪里？》《种子的梦》《奇异的书简》《癌症≠死亡》
柯岩,中文名,冯恺
柯岩,国籍,中国
柯岩,出生日期,1929年7月14日
柯岩,职业,当代女作家，诗人
柯岩,民族,满族
柯岩,主要成就,中共十二大代表，全国人大第八、九届代表
分布式数据库,外文名,distributed data base
分布式数据库,支持技术,分布式处理
分布式数据库,中文名,分布式数据库
分布式数据库,系统可靠性,高
分布式数据库,特点,就地完成
分布式数据库,简称,DDB
福泽谕吉,出生地,大阪
福泽谕吉,外文名,ふくざわ ゆきち[fukuzawa yukichi]
福泽谕吉,逝世日期,1901年2月3日
福泽谕吉,中文名,福泽谕吉
福泽谕吉,主要成就,"日本近代教育之父
创办庆应义塾大学"
福泽谕吉,国籍,日本
福泽谕吉,出生日期,1835年1月10日
福泽谕吉,职业,思想家、教育家
福泽谕吉,民族,大和民族
海洋学,外文名,Oceanography
海洋学,海洋总面积,约3.6亿平方公里
海洋学,中文名,海洋学
海洋学,最大深度,"11,033米"
海洋学,均深度,约3800米
格物,注音,ㄍㄜˊ ㄨˋ
格物,拼音,gé wù
格物,中文名,格物
格物,基本解释,穷究事物的道理，格物致知
人类学,外文名,Anthropology
人类学,定义,研究人类的本质的学科
人类学,学科,生物和文化
人类学,中文名,人类学
人类学,创始人,亨德
人类学,创立时间,1501年
声学,外文名,acoustics
声学,学科分类,物理学分支学科之一
声学,中文名,声学
声学,研究范围,机械波的产生、传播、接收和效应
兽医学,类型,研究预防和治疗家畜疾病
兽医学,外文名,veterinary medicine
兽医学,学科历史,始于野生动物被驯化为家畜
兽医学,中文名,兽医学
兽医学,学科体系,家畜解剖学、家畜组织学
生物物理学,发展简史,17世纪A.考伯提到发光生物萤火虫
生物物理学,外文名,Biological Physics
生物物理学,定义,形成与发展 研究内容和现状
生物物理学,生命活动过程,发展和应用 意义
生物物理学,中文名,生物物理学
生物物理学,概述,物理学与生物学相结合的交叉学科
生物地理学,外文名,biogeography
生物地理学,中文名,生物地理学
心理语言学,研究方向,行为主义和认知心理学
心理语言学,代表人物,奥斯古德
心理语言学,中文名,心里语言学
氨基酸,CAS,65072-01-7
氨基酸,外文名,amino acid
氨基酸,解释,含有氨基和羧基的一类有机化合物
氨基酸,中文名,氨基酸
氨基酸,分子通式,RCHNH2COOH
形态学,外文名,morphology
形态学,由来,希腊
形态学,代表人物,歌德
形态学,中文名,形态学
环境经济学,讨论,讨论环境资源的可持续利用
环境经济学,理论支持,环境经济学原理
环境经济学,定义,环境科学和经济学间交叉边缘学科
环境经济学,中文名,环境经济学
数论,外文名,Number theory
数论,数学范畴,高等数学-纯数学
数论,研究范围,研究整数的性质
数论,中文名,数论
数论,分类,代数数论、解析数论、计算数论
环境医学,外文名,Environmental Medicine
环境医学,价值,改善生态系统
环境医学,中文名,环境医学
现代,读音,xiàn dài
现代,外文名,modern、modern times、the contemporary age
现代,反义词,古代
现代,中文名,现代
千克,外文名,kilogram
千克,意思,千克，度量单位
千克,拼音,qiān kè
千克,中文名,千克
千克,性质,国际单位制
演绎推理,中文名,演绎推理
演绎推理,外文名,Deducative Reasoning
演绎推理,方法,推导
演绎推理,前提,一般性
演绎推理,作用,校正
形式语义学,类别,程序设计理论
形式语义学,外文名,formal semantics
形式语义学,功能,精确地定义和解释计算机程序
形式语义学,中文名,形式语义学
发生学,本 意,指示地球中生物种系的发生和发展
发生学,外文名,Phylogenetics
发生学,特 征,为同源和同功两种
发生学,希腊语,φυλογένεση，φύλο
发生学,逻 辑,寓意是事物生长和生发运动过程
发生学,中文名,发生学
发生学,学科范围,自然学科和社会科学用语
航空工程,外文名,aeronautical engineering
航空工程,服务,飞行及提供飞行保障的各种技术
航空工程,专业,工程硕士专业
航空工程,中文名,航空工程
航空工程,学门,航空学
航空工程,活动的范围,地面30公里以下的大气层内
丁玲,出生地,湖南省临澧县佘市镇高丰村
丁玲,毕业院校,上海大学中国文学系
丁玲,国籍,中国
丁玲,信仰,共产主义
丁玲,逝世日期,1986年3月4日
丁玲,别名,蒋炜、丁冰之、彬芷、从喧
丁玲,代表作品,《太阳照在桑干河上》《莎菲女士的日记》等
丁玲,中文名,丁玲
丁玲,夫君,胡也频
丁玲,出生日期,1904年10月12日
丁玲,职业,著名作家、社会活动家
丁玲,民族,汉族
海洋工程,外文名,ocean engineering
海洋工程,主要内容,开发、利用、保护、恢复海洋资源
海洋工程,具体内容,海上堤坝、人工岛、跨海桥梁等
海洋工程,分类,海岸工程、近海工程、深海工程
海洋工程,中文名,海洋工程
海洋工程,学术期刊,《海洋工程》
思维科学,实质,研究思维规律、形式、方向的科学
思维科学,外文名,noetic science
思维科学,涉及学科,哲学、心理学、逻辑学、生理学
思维科学,中文名,思维科学
地震学,外文名,seismology
地震学,研究内容,研究固体地球的震动和有关现象
地震学,中文名,地震学
模糊数学,外文名,Fuzzy math
模糊数学,又称,Fuzzy 数学
模糊数学,时间,1965年以后
模糊数学,中文名,模糊数学
模糊数学,解释,研究处理模糊性现象数学理论
思想实验,外文名,thought experiment
思想实验,举例,伽利略
思想实验,内容,使用想象力去进行的实验
思想实验,中文名,思想实验
发光效率,外文名,luminous efficiency
发光效率,别称,光源输出的辐射通量
发光效率,定义,光通量与功率的比值
发光效率,中文名,发光效率（简称光效）
发光效率,公式,ηP=P0/Pi
密码学,外文名,cryptology
密码学,中文名,密码学
密码学,类别,科学技术
密码学,提出者,摩尔斯
密码学,应用学科,通信、计算机录
密码学,作用,研究编制密码和破译密码
迈克耳孙,外文名,Albert Abraban Michelson
迈克耳孙,职业,物理学家
迈克耳孙,中文名,迈克耳孙
迈克耳孙,出生日期,1852 年12月
公共经济学,书名,公共经济学
公共经济学,又名,政府经济学
皮肤学,定位,是人体最大的器官
皮肤学,占比,16%
皮肤学,中文名,皮肤学
皮肤学,成人面积,1.5平方米
几何学,提出者,徐光启
几何学,外文名,geometry
几何学,应用学科,理学  工学
几何学,适用领域范围,物理
几何学,中文名,几何学
图书馆学,外文名,library science
图书馆学,中文名,图书馆学
演绎论证,类型,一般到个别的论证方法
演绎论证,外文名,Deductive Argument
演绎论证,形式,三段论、假言推理、选言推理等
演绎论证,参考教材,《批判性思维教程》等
演绎论证,中文名,演绎论证
信息论,外文名,A Theory of Communication
信息论,适用领域范围,概率论与数理统计
信息论,提出时间,1948年10月
信息论,中文名,信息论
信息论,提出者,克劳德·香农（Claude Shannon）
信息论,应用学科,统计学
信息论,表达式,H = - ∑ pilogpi
唯物主义,外文名,materialism
唯物主义,繁体,唯物主義
唯物主义,中文名,唯物主义
唯物主义,注音,wéi wù zhǔ yì
迈克耳孙－莫雷实验,外文名,Michelson-morley experiment
迈克耳孙－莫雷实验,时间,1887年
迈克耳孙－莫雷实验,中文名,迈克耳孙－莫雷实验
迈克耳孙－莫雷实验,原理,光的传播介质是以太
核工程,修业年限,四年
核工程,授予学位,工学学士
核工程,教学环节,金工实习、电工实习等
核工程,中文名,核工程
知识,外文名,Knowledge
知识,定义,指在实践中认识客观世界的成果
知识,中文名,知识
知识,相关衍生,认识论
知识,别名,zhī shí
知识,属性,文化概念
劳动经济学,外文名,Labor economics
劳动经济学,中文名,劳动经济学
非科学,实质,人们对周围自然事物的有效认识
非科学,举例,宗教、艺术、哲学
非科学,意义,重要的意义和重大的作用
非科学,中文名,非科学
生物电脑,外文名,Biological Computer
生物电脑,目的,实现更大规模的高度集成
生物电脑,中文名,生物电脑
生物电脑,利用,生物分子代替硅
组合数学,外文名,combinatorics
组合数学,应用领域,计算机，程序设计
组合数学,中文名,组合数学
组合数学,核心内容,用算法处理离散对象
水+狼,连载网站,晋江文学城
水+狼,小说进度,连载
水+狼,作者,啊好凌芬萱
水+狼,中文名,水+狼
有序,外文名,order
有序,含义,人们通过认识客观世界，认识各种
有序,拼音,yǒuxù
有序,中文名,有序
史记·2016,外文名,A Recorder of History
史记·2016,中文名,史记·2016
史记·2016,宗旨,以词铭史，记录时代点滴
环境地学,中文名,环境地学
天体物理,研究,天空物体的性质及它们的相互作用
天体物理,外文名,astrophysics
天体物理,中文名,天体物理
天体物理,属于,物理学、天文学
天体物理,包括,力学，电磁学，统计力学
并行算法,对象,多台处理机 联合求解
并行算法,特点,同时求解
并行算法,执行过程,分解成若干个尽量相互独立的子问
并行算法,中文名,并行算法
经济学,外文名,economics
经济学,所属学科,社会科学
经济学,中文名,经济学
经济学,起源,中国古代经济学
神经学,外文名,neurology
神经学,性质,从内科学中派生的学科
神经学,中文名,神经学
神经学,简介,研究中枢神经系统
色谱法,外文名,chromatography
色谱法,定义,一种分离和分析方法
色谱法,又称,色谱分析”、“色谱分析法”等
色谱法,中文名,色谱法
色谱法,应用领域,分析化学、有机化学、生物化学等
色谱法,创始人,理查德·辛格，阿切尔·马丁
重现性,外文名,reproducibility
重现性,定义,不同测定结果之间的精密度
重现性,适用,分析方法将被法定标准采用
重现性,中文名,重现性
重现性,注意,验用样品质量均匀性和环境影响
重现性,类别,科学
原子,物理名,atomy
原子,化学名,atom
原子,定义,化学反应不可再分的基本微粒
